  121  100    1    4    2    2
  1    3
  1.0  0.30
  101      .100      .100      .000
  102      .200      .100      .000
  103      .300      .100      .000
  104      .400      .100      .000
  105      .500      .100      .000
  106      .600      .100      .000
  107      .700      .100      .000
  108      .800      .100      .000
  109      .900      .100      .000
  110     1.000      .100      .000
  111      .000      .000      .000
  112      .100      .000      .000
  113      .200      .000      .000
  114      .300      .000      .000
  115      .400      .000      .000
  116      .500      .000      .000
  117      .600      .000      .000
  118      .700      .000      .000
  119      .800      .000      .000
  120      .900      .000      .000
  121     1.000      .000      .000
    1    1   12   13    2    1
    2    2   13   14    3    1
    3    3   14   15    4    1
    4    4   15   16    5    1
    5    5   16   17    6    1
    6    6   17   18    7    1
    7    7   18   19    8    1
    8    8   19   20    9    1
    9    9   20   21   10    1
   10   10   21   22   11    1
   11   12   23   24   13    1
   12   13   24   25   14    1
   13   14   25   26   15    1
   14   15   26   27   16    1
   15   16   27   28   17    1
   16   17   28   29   18    1
   17   18   29   30   19    1
   18   19   30   31   20    1
   19   20   31   32   21    1
   20   21   32   33   22    1
   21   23   34   35   24    1
   22   24   35   36   25    1
   23   25   36   37   26    1
   24   26   37   38   27    1
   25   27   38   39   28    1
   26   28   39   40   29    1
   27   29   40   41   30    1
   28   30   41   42   31    1
   29   31   42   43   32    1
   30   32   43   44   33    1
   31   34   45   46   35    1
   32   35   46   47   36    1
   33   36   47   48   37    1
   34   37   48   49   38    1
   35   38   49   50   39    1
   36   39   50   51   40    1
   37   40   51   52   41    1
   38   41   52   53   42    1
   39   42   53   54   43    1
   40   43   54   55   44    1
   41   45   56   57   46    1
   42   46   57   58   47    1
   43   47   58   59   48    1
   44   48   59   60   49    1
   45   49   60   61   50    1
   46   50   61   62   51    1
   47   51   62   63   52    1
   48   52   63   64   53    1
   49   53   64   65   54    1
   50   54   65   66   55    1
   51   56   67   68   57    1
   52   57   68   69   58    1
   53   58   69   70   59    1
   54   59   70   71   60    1
   55   60   71   72   61    1
   56   61   72   73   62    1
   57   62   73   74   63    1
   58   63   74   75   64    1
   59   64   75   76   65    1
   60   65   76   77   66    1
   61   67   78   79   68    1
   62   68   79   80   69    1
   63   69   80   81   70    1
   64   70   81   82   71    1
   65   71   82   83   72    1
   66   72   83   84   73    1
   67   73   84   85   74    1
   68   74   85   86   75    1
   69   75   86   87   76    1
   70   76   87   88   77    1
   71   78   89   90   79    1
   72   79   90   91   80    1
   73   80   91   92   81    1
   74   81   92   93   82    1
   75   82   93   94   83    1
   76   83   94   95   84    1
   77   84   95   96   85    1
   78   85   96   97   86    1
   79   86   97   98   87    1
   80   87   98   99   88    1
   81   89  100  101   90    1
   82   90  101  102   91    1
   83   91  102  103   92    1
   84   92  103  104   93    1
   85   93  104  105   94    1
   86   94  105  106   95    1
   87   95  106  107   96    1
   88   96  107  108   97    1
   89   97  108  109   98    1
   90   98  109  110   99    1
   91  100  111  112  101    1
   92  101  112  113  102    1
   93  102  113  114  103    1
   94  103  114  115  104    1
   95  104  115  116  105    1
   96  105  116  117  106    1
   97  106  117  118  107    1
   98  107  118  119  108    1
   99  108  119  120  109    1
  100  109  120  121  110    1
    1    1    1
   12    1    1
   23    1    1
   34    1    1
   45    1    1
   56    1    1
   67    1    1
   78    1    1
   89    1    1
  100    1    1
  111    1    1
    0    0    0
    2     0.0     -0.10
    3     0.0     -0.10
    4     0.0     -0.10
    5     0.0     -0.10
    6     0.0     -0.10
    7     0.0     -0.10
    8     0.0     -0.10
    9     0.0     -0.10
   10     0.0     -0.10
   11     0.0     -0.05
    0     0.0      0.0

